,gene_id,gene_name,disease,disease_ontology_id,ct_marker_evidence,disease_evidence,disease_ct_evidence,bulk_disease_evidence,genetic_evidence_OT,is_hvg_normal,is_hvg_disease,ti_uid,indication_mesh_id,indication_mesh_term,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,MONDO,genetic_evidence_minikel
303200,ENSG00000186818,LILRB4,non-small cell lung carcinoma,MONDO_0005233,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LILRB4-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase II,True,True,False,False,unsupported target,MONDO_0005233,0.0
303201,ENSG00000186827,TNFRSF4,non-small cell lung carcinoma,MONDO_0005233,0.0,1.0,0.0,1.0,0.0,1.0,1.0,TNFRSF4-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase I,True,False,False,False,unsupported target,MONDO_0005233,0.0
303208,ENSG00000186891,TNFRSF18,non-small cell lung carcinoma,MONDO_0005233,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TNFRSF18-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Preclinical,False,False,False,False,unsupported target,MONDO_0005233,0.0
303224,ENSG00000187079,TEAD1,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TEAD1-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Preclinical,False,False,False,False,unsupported target,MONDO_0005233,0.0
303258,ENSG00000187498,COL4A1,non-small cell lung carcinoma,MONDO_0005233,1.0,0.0,0.0,0.0,0.0,1.0,1.0,COL4A1-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase I,True,False,False,False,unsupported target,MONDO_0005233,0.0
303505,ENSG00000196083,IL1RAP,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IL1RAP-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase II,True,True,False,False,unsupported target,MONDO_0005233,0.0
303762,ENSG00000197405,C5AR1,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C5AR1-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase I,True,False,False,False,unsupported target,MONDO_0005233,0.0
303888,ENSG00000198053,SIRPA,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SIRPA-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase I,True,False,False,False,unsupported target,MONDO_0005233,0.0
303932,ENSG00000198355,PIM3,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PIM3-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Preclinical,False,False,False,False,unsupported target,MONDO_0005233,0.0
304066,ENSG00000198851,CD3E,non-small cell lung carcinoma,MONDO_0005233,1.0,0.0,0.0,1.0,0.0,1.0,1.0,CD3E-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase II,True,True,False,False,unsupported target,MONDO_0005233,0.0
304112,ENSG00000198964,SGMS1,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SGMS1-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Preclinical,False,False,False,False,unsupported target,MONDO_0005233,0.0
304198,ENSG00000204301,NOTCH4,non-small cell lung carcinoma,MONDO_0005233,1.0,0.0,0.0,0.0,0.0,1.0,1.0,NOTCH4-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase I,True,False,False,False,unsupported target,MONDO_0005233,0.0
304233,ENSG00000204435,CSNK2B,non-small cell lung carcinoma,MONDO_0005233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CSNK2B-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Preclinical,False,False,False,False,unsupported target,MONDO_0005233,0.0
305822,ENSG00000277443,MARCKS,non-small cell lung carcinoma,MONDO_0005233,0.0,1.0,0.0,1.0,0.0,1.0,1.0,MARCKS-D002289,D002289,"Carcinoma, Non-Small-Cell Lung",Phase II,True,True,False,False,unsupported target,MONDO_0005233,0.0
305936,ENSG00000057294,PKP2,cardiomyopathy,MONDO_0004994,0.0,1.0,1.0,0.0,1.0,1.0,1.0,PKP2-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,genetically supported target,MONDO_0004994,1.0
305972,ENSG00000118271,TTR,cardiomyopathy,MONDO_0004994,0.0,0.0,0.0,0.0,1.0,1.0,1.0,TTR-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
307459,ENSG00000087074,PPP1R15A,cardiomyopathy,MONDO_0004994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PPP1R15A-D009202,D009202,Cardiomyopathies,Phase II,True,True,False,False,unsupported target,MONDO_0004994,0.0
308625,ENSG00000106018,VIPR2,cardiomyopathy,MONDO_0004994,0.0,1.0,1.0,0.0,0.0,1.0,1.0,VIPR2-D009202,D009202,Cardiomyopathies,Phase I,True,False,False,False,unsupported target,MONDO_0004994,0.0
309296,ENSG00000112715,VEGFA,cardiomyopathy,MONDO_0004994,0.0,1.0,1.0,0.0,0.0,1.0,1.0,VEGFA-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
309629,ENSG00000116016,EPAS1,cardiomyopathy,MONDO_0004994,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EPAS1-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
309932,ENSG00000119630,PGF,cardiomyopathy,MONDO_0004994,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PGF-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
311994,ENSG00000138685,FGF2,cardiomyopathy,MONDO_0004994,1.0,1.0,1.0,0.0,0.0,1.0,1.0,FGF2-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
313415,ENSG00000152661,GJA1,cardiomyopathy,MONDO_0004994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,GJA1-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
317824,ENSG00000186951,PPARA,cardiomyopathy,MONDO_0004994,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PPARA-D009202,D009202,Cardiomyopathies,Phase I,True,False,False,False,unsupported target,MONDO_0004994,0.0
319892,ENSG00000269858,EGLN2,cardiomyopathy,MONDO_0004994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,EGLN2-D009202,D009202,Cardiomyopathies,Preclinical,False,False,False,False,unsupported target,MONDO_0004994,0.0
348241,ENSG00000159110,IFNAR2,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IFNAR2-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
348270,ENSG00000239732,TLR9,influenza,MONDO_0005812,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TLR9-D007251,D007251,"Influenza, Human",Phase I,True,False,False,False,unsupported target,MONDO_0005812,0.0
348917,ENSG00000059377,TBXAS1,influenza,MONDO_0005812,0.0,1.0,0.0,1.0,0.0,1.0,1.0,TBXAS1-D007251,D007251,"Influenza, Human",Phase I,True,False,False,False,unsupported target,MONDO_0005812,0.0
348932,ENSG00000060491,OGFR,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,OGFR-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
349773,ENSG00000089692,LAG3,influenza,MONDO_0005812,0.0,1.0,0.0,1.0,0.0,1.0,1.0,LAG3-D007251,D007251,"Influenza, Human",Phase I,True,False,False,False,unsupported target,MONDO_0005812,0.0
349797,ENSG00000090339,ICAM1,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ICAM1-D007251,D007251,"Influenza, Human",Preclinical,False,False,False,False,unsupported target,MONDO_0005812,0.0
349941,ENSG00000096717,SIRT1,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SIRT1-D007251,D007251,"Influenza, Human",Preclinical,False,False,False,False,unsupported target,MONDO_0005812,0.0
350019,ENSG00000100030,MAPK1,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MAPK1-D007251,D007251,"Influenza, Human",Preclinical,False,False,False,False,unsupported target,MONDO_0005812,0.0
351180,ENSG00000109320,NFKB1,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NFKB1-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
351365,ENSG00000111537,IFNG,influenza,MONDO_0005812,1.0,0.0,0.0,0.0,0.0,1.0,1.0,IFNG-D007251,D007251,"Influenza, Human",Launched,True,True,True,True,unsupported target,MONDO_0005812,0.0
351730,ENSG00000115232,ITGA4,influenza,MONDO_0005812,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ITGA4-D007251,D007251,"Influenza, Human",Preclinical,False,False,False,False,unsupported target,MONDO_0005812,0.0
353457,ENSG00000133321,PLAAT4,influenza,MONDO_0005812,1.0,1.0,1.0,0.0,0.0,1.0,1.0,RARRES3-D007251,D007251,"Influenza, Human",Preclinical,False,False,False,False,unsupported target,MONDO_0005812,0.0
354005,ENSG00000137462,TLR2,influenza,MONDO_0005812,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TLR2-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
357819,ENSG00000171298,GAA,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,GAA-D007251,D007251,"Influenza, Human",Phase I,True,False,False,False,unsupported target,MONDO_0005812,0.0
358201,ENSG00000174130,TLR6,influenza,MONDO_0005812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TLR6-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
358652,ENSG00000178562,CD28,influenza,MONDO_0005812,1.0,1.0,1.0,0.0,0.0,1.0,1.0,CD28-D007251,D007251,"Influenza, Human",Phase I,True,False,False,False,unsupported target,MONDO_0005812,0.0
358848,ENSG00000180871,CXCR2,influenza,MONDO_0005812,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CXCR2-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
360015,ENSG00000197249,SERPINA1,influenza,MONDO_0005812,1.0,1.0,0.0,1.0,0.0,1.0,1.0,SERPINA1-D007251,D007251,"Influenza, Human",Phase II,True,True,False,False,unsupported target,MONDO_0005812,0.0
361169,ENSG00000239713,APOBEC3G,influenza,MONDO_0005812,0.0,1.0,1.0,0.0,0.0,1.0,1.0,APOBEC3G-D007251,D007251,"Influenza, Human",Preclinical,False,False,False,False,unsupported target,MONDO_0005812,0.0
361783,ENSG00000001626,CFTR,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CFTR-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
361786,ENSG00000007908,SELE,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SELE-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
361792,ENSG00000012779,ALOX5,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ALOX5-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Launched,True,True,True,True,unsupported target,MONDO_0005002,0.0
361855,ENSG00000091181,IL5RA,chronic obstructive pulmonary disease,MONDO_0005002,1.0,1.0,1.0,0.0,0.0,1.0,1.0,IL5RA-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,unsupported target,MONDO_0005002,0.0
361889,ENSG00000105650,PDE4C,chronic obstructive pulmonary disease,MONDO_0005002,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PDE4C-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,unsupported target,MONDO_0005002,0.0
361891,ENSG00000105855,ITGB8,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,0.0,1.0,1.0,1.0,1.0,ITGB8-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,genetically supported target,MONDO_0005002,1.0
361912,ENSG00000111424,VDR,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,0.0,1.0,0.0,1.0,1.0,VDR-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
361925,ENSG00000113448,PDE4D,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PDE4D-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,genetically supported target,MONDO_0005002,1.0
361934,ENSG00000115353,TACR1,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TACR1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
361935,ENSG00000115594,IL1R1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,IL1R1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,genetically supported target,MONDO_0005002,1.0
361981,ENSG00000125538,IL1B,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,IL1B-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
361998,ENSG00000133019,CHRM3,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,1.0,1.0,1.0,CHRM3-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Launched,True,True,True,True,genetically supported target,MONDO_0005002,1.0
362016,ENSG00000137033,IL33,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,IL33-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,genetically supported target,MONDO_0005002,1.0
362031,ENSG00000138735,PDE5A,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PDE5A-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
362086,ENSG00000149021,SCGB1A1,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SCGB1A1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
362097,ENSG00000150782,IL18,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IL18-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
362102,ENSG00000151617,EDNRA,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,1.0,1.0,1.0,EDNRA-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,unsupported target,MONDO_0005002,0.0
362136,ENSG00000159110,IFNAR2,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IFNAR2-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
362141,ENSG00000160013,PTGIR,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PTGIR-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
362165,ENSG00000163823,CCR1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CCR1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
362215,ENSG00000168918,INPP5D,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,0.0,1.0,0.0,1.0,1.0,INPP5D-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,unsupported target,MONDO_0005002,0.0
362218,ENSG00000169252,ADRB2,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ADRB2-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Launched,True,True,True,True,genetically supported target,MONDO_0005002,1.0
362237,ENSG00000171522,PTGER4,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,PTGER4-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,genetically supported target,MONDO_0005002,1.0
362239,ENSG00000171608,PIK3CD,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,1.0,0.0,1.0,1.0,PIK3CD-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
362248,ENSG00000172572,PDE3A,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PDE3A-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,genetically supported target,MONDO_0005002,1.0
362255,ENSG00000174175,SELP,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SELP-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
362295,ENSG00000181072,CHRM2,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CHRM2-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
362314,ENSG00000184588,PDE4B,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,0.0,1.0,0.0,1.0,1.0,PDE4B-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase III,True,True,True,False,unsupported target,MONDO_0005002,0.0
362336,ENSG00000188404,SELL,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SELL-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
362358,ENSG00000197249,SERPINA1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,SERPINA1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,genetically supported target,MONDO_0005002,1.0
362677,ENSG00000010810,FYN,chronic obstructive pulmonary disease,MONDO_0005002,1.0,1.0,0.0,1.0,0.0,1.0,1.0,FYN-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
363018,ENSG00000051382,PIK3CB,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PIK3CB-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
363280,ENSG00000068078,FGFR3,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FGFR3-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,genetically supported target,MONDO_0005002,1.0
363420,ENSG00000072694,FCGR2B,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,FCGR2B-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
363571,ENSG00000077782,FGFR1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,FGFR1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,genetically supported target,MONDO_0005002,1.0
363595,ENSG00000078401,EDN1,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EDN1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
363989,ENSG00000091831,ESR1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ESR1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
364082,ENSG00000096968,JAK2,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,JAK2-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
364259,ENSG00000100448,CTSG,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CTSG-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
364261,ENSG00000100453,GZMB,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,GZMB-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
364500,ENSG00000102265,TIMP1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TIMP1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
364862,ENSG00000105639,JAK3,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,JAK3-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
364902,ENSG00000105851,PIK3CG,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,1.0,0.0,1.0,1.0,PIK3CG-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
364973,ENSG00000106366,SERPINE1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SERPINE1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
365066,ENSG00000107485,GATA3,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,GATA3-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,genetically supported target,MONDO_0005002,1.0
365071,ENSG00000107562,CXCL12,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CXCL12-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
365241,ENSG00000109320,NFKB1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,1.0,1.0,0.0,0.0,1.0,1.0,NFKB1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
365286,ENSG00000109861,CTSC,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CTSC-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
365371,ENSG00000110876,SELPLG,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SELPLG-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
365664,ENSG00000113721,PDGFRB,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PDGFRB-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
365757,ENSG00000114812,VIPR1,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,VIPR1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
365796,ENSG00000115221,ITGB6,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ITGB6-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
365851,ENSG00000115590,IL1R2,chronic obstructive pulmonary disease,MONDO_0005002,1.0,1.0,0.0,1.0,0.0,1.0,1.0,IL1R2-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
365853,ENSG00000115602,IL1RL1,chronic obstructive pulmonary disease,MONDO_0005002,1.0,1.0,1.0,0.0,0.0,1.0,1.0,IL1RL1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
365854,ENSG00000115604,IL18R1,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,IL18R1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,genetically supported target,MONDO_0005002,1.0
366581,ENSG00000124107,SLPI,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SLPI-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
366742,ENSG00000125730,C3,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C3-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
367277,ENSG00000131471,AOC3,chronic obstructive pulmonary disease,MONDO_0005002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,AOC3-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase I,True,False,False,False,unsupported target,MONDO_0005002,0.0
367295,ENSG00000131724,IL13RA1,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IL13RA1-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
367334,ENSG00000132170,PPARG,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PPARG-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Preclinical,False,False,False,False,unsupported target,MONDO_0005002,0.0
367447,ENSG00000132965,ALOX5AP,chronic obstructive pulmonary disease,MONDO_0005002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ALOX5AP-D029424,D029424,"Pulmonary Disease, Chronic Obstructive",Phase II,True,True,False,False,unsupported target,MONDO_0005002,0.0
